Time,RPM,Setpoint
157868,1500.00,1800.00
159908,1500.00,1800.00
161948,1500.00,1800.00
163988,1200.00,1800.00
166028,1500.00,1800.00
168072,1500.00,1800.00
170120,1500.00,1800.00
172148,1500.00,1800.00
174192,1200.00,1800.00
176228,1500.00,1800.00
178272,1200.00,1800.00
180308,1200.00,1800.00
182348,1200.00,1800.00
184392,1200.00,1800.00
186428,1200.00,1800.00
188468,1200.00,1800.00
190508,1200.00,1800.00
192632,900.00,1800.00
194500,1200.00,1800.00
196540,900.00,1800.00
198496,900.00,1800.00
200452,1200.00,1800.00
202492,900.00,1800.00
204456,900.00,1800.00
206408,900.00,1800.00
208364,900.00,1800.00
210320,900.00,1800.00
212276,900.00,1800.00
214228,1200.00,1800.00
216268,900.00,1800.00
218224,900.00,1800.00
220180,1200.00,1800.00
222224,900.00,1800.00
224176,1200.00,1800.00
226220,1200.00,1800.00
228256,1200.00,1800.00
230296,900.00,1800.00
232248,1200.00,1800.00
234292,900.00,1800.00
236244,900.00,1800.00
238200,900.00,1800.00
240156,900.00,1800.00
242108,900.00,1800.00
244072,1200.00,1800.00
246104,1200.00,1800.00
248144,900.00,1800.00
250120,1200.00,1800.00
252140,1200.00,1800.00
254180,900.00,1800.00
256136,900.00,1800.00
258092,1200.00,1800.00
260140,900.00,1800.00
262084,900.00,1800.00
264040,1200.00,1800.00
266080,900.00,1800.00
268036,1200.00,1800.00
270120,1200.00,1800.00
272116,900.00,1800.00
274068,1200.00,1800.00
276112,1200.00,1800.00
278148,900.00,1800.00
280120,900.00,1800.00
282060,1200.00,1800.00
284100,900.00,1800.00
286056,900.00,1800.00
288012,900.00,1800.00
289964,900.00,1800.00
291920,1200.00,1800.00
293960,900.00,1800.00
295916,900.00,1800.00
297872,1200.00,1800.00
299912,1200.00,1800.00
301948,900.00,1800.00
303952,1200.00,1800.00
305984,1200.00,1800.00
308024,900.00,1800.00
309980,900.00,1800.00
311932,1200.00,1800.00
313972,1200.00,1800.00
316012,900.00,1800.00
317968,1200.00,1800.00
320008,1200.00,1800.00
322048,1200.00,1800.00
324088,900.00,1800.00
326044,900.00,1800.00
328000,1200.00,1800.00
330120,900.00,1800.00
331992,900.00,1800.00
333948,1200.00,1800.00
335988,1200.00,1800.00
338028,900.00,1800.00
339988,900.00,1800.00
341940,900.00,1800.00
343892,900.00,1800.00
345848,900.00,1800.00
347804,1200.00,1800.00
349844,1200.00,1800.00
351884,900.00,1800.00
353868,1200.00,1800.00
355884,1200.00,1800.00
357916,900.00,1800.00
359872,900.00,1800.00
361828,900.00,1800.00
363784,900.00,1800.00
365740,900.00,1800.00
367692,1200.00,1800.00
369732,900.00,1800.00
371688,1200.00,1800.00
373728,1200.00,1800.00
375768,1200.00,1800.00
377808,900.00,1800.00
379764,900.00,1800.00
381720,1200.00,1800.00
383760,1200.00,1800.00
385800,900.00,1800.00
387752,1200.00,1800.00
389792,1200.00,1800.00
391832,900.00,1800.00
393856,900.00,1800.00
395744,900.00,1800.00
397700,1200.00,1800.00
399740,1200.00,1800.00
401776,900.00,1800.00
403732,1200.00,1800.00
405812,1200.00,1800.00
407852,900.00,1800.00
409808,900.00,1800.00
411764,900.00,1800.00
413716,900.00,1800.00
415672,1200.00,1800.00
417712,1200.00,1800.00
419752,1200.00,1800.00
421792,900.00,1800.00
423748,1200.00,1800.00
425788,1200.00,1800.00
427828,900.00,1800.00
429784,900.00,1800.00
431736,900.00,1800.00
433692,900.00,1800.00
435648,1200.00,1800.00
437688,1200.00,1800.00
439728,900.00,1800.00
441684,1200.00,1800.00
443724,1200.00,1800.00
445764,1200.00,1800.00
447804,900.00,1800.00
449756,900.00,1800.00
451712,1200.00,1800.00
453752,1200.00,1800.00
455792,900.00,1800.00
457752,1200.00,1800.00
459792,1200.00,1800.00
461832,900.00,1800.00
463784,900.00,1800.00
465736,900.00,1800.00
467692,1200.00,1800.00
469732,1200.00,1800.00
471772,900.00,1800.00
473728,900.00,1800.00
475684,900.00,1800.00
477640,900.00,1800.00
479592,900.00,1800.00
481548,1200.00,1800.00
483588,1200.00,1800.00
485628,900.00,1800.00
487620,1200.00,1800.00
489624,1200.00,1800.00
491664,900.00,1800.00
493616,900.00,1800.00
495572,1200.00,1800.00
497624,900.00,1800.00
499568,900.00,1800.00
501524,1200.00,1800.00
503564,1200.00,1800.00
505620,900.00,1800.00
507620,900.00,1800.00
509528,900.00,1800.00
511484,1200.00,1800.00
513524,1200.00,1800.00
515564,1200.00,1800.00
517620,1200.00,1800.00
519644,1200.00,1800.00
521684,1200.00,1800.00
523724,900.00,1800.00
525680,1200.00,1800.00
527720,1200.00,1800.00
529764,1200.00,1800.00
531800,1500.00,1800.00
533868,1200.00,1800.00
535880,1200.00,1800.00
537924,1200.00,1800.00
539960,1500.00,1800.00
542000,1200.00,1800.00
544040,1500.00,1800.00
546080,1200.00,1800.00
548120,1500.00,1800.00
550160,1200.00,1800.00
552200,1200.00,1800.00
554240,1500.00,1800.00
556284,1500.00,1800.00
558320,1500.00,1800.00
560360,1200.00,1800.00
562400,1200.00,1800.00
564440,1500.00,1800.00
566480,1500.00,1800.00
568520,1200.00,1800.00
570560,1500.00,1800.00
572628,1200.00,1800.00
574640,1500.00,1800.00
576680,1500.00,1800.00
578720,1500.00,1800.00
580760,1500.00,1800.00
582800,1500.00,1800.00
584840,1200.00,1800.00
586880,1500.00,1800.00
588924,1500.00,1800.00
590960,1500.00,1800.00
593000,1500.00,1800.00
595108,1500.00,1800.00
597080,1500.00,1800.00
599120,1500.00,1800.00
601160,1500.00,1800.00
603200,1500.00,1800.00
605288,1500.00,1800.00
607332,1500.00,1800.00
609368,1500.00,1800.00
611408,1500.00,1800.00
613448,1200.00,1800.00
615488,1500.00,1800.00
617528,1200.00,1800.00
619568,1200.00,1800.00
621608,1500.00,1800.00
623648,1500.00,1800.00
625688,1200.00,1800.00
627732,1200.00,1800.00
629772,1500.00,1800.00
631808,1200.00,1800.00
633884,1200.00,1800.00
635888,1500.00,1800.00
637928,1200.00,1800.00
639964,1200.00,1800.00
642008,1200.00,1800.00
644048,1200.00,1800.00
646088,1200.00,1800.00
648128,1200.00,1800.00
650168,1200.00,1800.00
652208,1200.00,1800.00
654248,1200.00,1800.00
656284,1200.00,1800.00
658324,900.00,1800.00
660280,1200.00,1800.00
662320,900.00,1800.00
664276,1200.00,1800.00
666368,1200.00,1800.00
668356,900.00,1800.00
670312,1200.00,1800.00
672352,900.00,1800.00
674312,900.00,1800.00
676260,1200.00,1800.00
678308,900.00,1800.00
680256,900.00,1800.00
682212,900.00,1800.00
684168,900.00,1800.00
686120,900.00,1800.00
688076,900.00,1800.00
690032,900.00,1800.00
691988,900.00,1800.00
693940,900.00,1800.00
695896,600.00,1800.00
697852,900.00,1800.00
699808,600.00,1800.00
701760,900.00,1800.00
703716,600.00,1800.00
705704,900.00,1800.00
707660,600.00,1800.00
709612,900.00,1800.00
711568,900.00,1800.00
713524,600.00,1800.00
715480,900.00,1800.00
717432,900.00,1800.00
719388,1200.00,1800.00
721428,900.00,1800.00
723384,900.00,1800.00
725336,1200.00,1800.00
727380,900.00,1800.00
729332,1200.00,1800.00
731372,1200.00,1800.00
733412,1200.00,1800.00
735452,900.00,1800.00
737408,1200.00,1800.00
739448,1200.00,1800.00
741488,1200.00,1800.00
743528,1200.00,1800.00
745568,1200.00,1800.00
747620,1200.00,1800.00
749648,1200.00,1800.00
751688,1200.00,1800.00
753728,1200.00,1800.00
755768,1200.00,1800.00
757808,1200.00,1800.00
759848,1200.00,1800.00
761888,1200.00,1800.00
763928,1500.00,1800.00
765972,1200.00,1800.00
768016,1200.00,1800.00
770132,1200.00,1800.00
772088,1500.00,1800.00
774128,1200.00,1800.00
776172,1200.00,1800.00
778208,1500.00,1800.00
780248,1200.00,1800.00
782288,1200.00,1800.00
784328,1500.00,1800.00
786376,1200.00,1800.00
788408,1200.00,1800.00
790452,1500.00,1800.00
792488,1200.00,1800.00
794528,1500.00,1800.00
796568,1200.00,1800.00
798608,1500.00,1800.00
800648,1200.00,1800.00
802696,1500.00,1800.00
804728,1200.00,1800.00
806816,1500.00,1800.00
808868,1500.00,1800.00
810896,1200.00,1800.00
812936,1500.00,1800.00
814976,1200.00,1800.00
817016,1500.00,1800.00
819056,1200.00,1800.00
821096,1200.00,1800.00
823136,1500.00,1800.00
825176,1200.00,1800.00
827216,1200.00,1800.00
829256,1500.00,1800.00
831364,1500.00,1800.00
833336,1500.00,1800.00
835376,1200.00,1800.00
837416,1200.00,1800.00
839456,1200.00,1800.00
841496,1500.00,1800.00
843536,1500.00,1800.00
845576,1200.00,1800.00
847620,1500.00,1800.00
849656,1200.00,1800.00
851696,1500.00,1800.00
853736,1200.00,1800.00
855776,1500.00,1800.00
857816,1200.00,1800.00
859856,1500.00,1800.00
861896,1200.00,1800.00
863936,1200.00,1800.00
865976,1500.00,1800.00
868016,1200.00,1800.00
870120,1200.00,1800.00
872096,1200.00,1800.00
874136,1200.00,1800.00
876176,1200.00,1800.00
878216,1200.00,1800.00
880256,1200.00,1800.00
882296,1200.00,1800.00
884336,1200.00,1800.00
886380,1200.00,1800.00
888416,1200.00,1800.00
890456,1200.00,1800.00
892496,1200.00,1800.00
894536,1200.00,1800.00
896576,1200.00,1800.00
898616,1200.00,1800.00
900656,1200.00,1800.00
902696,1200.00,1800.00
904736,1200.00,1800.00
906812,1200.00,1800.00
908868,1200.00,1800.00
910888,1200.00,1800.00
912928,1200.00,1800.00
914968,1200.00,1800.00
917012,1200.00,1800.00
919048,1200.00,1800.00
921088,1200.00,1800.00
923136,1200.00,1800.00
925168,900.00,1800.00
927124,1200.00,1800.00
929164,1200.00,1800.00
931204,1200.00,1800.00
933244,1200.00,1800.00
935284,1200.00,1800.00
937324,1200.00,1800.00
939364,900.00,1800.00
941368,1200.00,1800.00
943356,1200.00,1800.00
945396,900.00,1800.00
947352,1200.00,1800.00
949392,1200.00,1800.00
951432,900.00,1800.00
953388,1200.00,1800.00
955428,1200.00,1800.00
957468,1200.00,1800.00
959508,1200.00,1800.00
961552,900.00,1800.00
963504,1200.00,1800.00
965544,1200.00,1800.00
967620,1200.00,1800.00
969624,1200.00,1800.00
971664,900.00,1800.00
973616,1200.00,1800.00
975656,1200.00,1800.00
977696,1200.00,1800.00
979736,900.00,1800.00
981692,1200.00,1800.00
983732,900.00,1800.00
985688,1200.00,1800.00
987728,1200.00,1800.00
989768,1200.00,1800.00
991808,1200.00,1800.00
993868,1200.00,1800.00
995888,900.00,1800.00
997844,1200.00,1800.00
999884,1200.00,1800.00
1001924,900.00,1800.00
1003968,1200.00,1800.00
1006128,900.00,1800.00
1008168,1200.00,1800.00
1010292,900.00,1800.00
1012332,900.00,1800.00
1014372,1200.00,1800.00
1016500,900.00,1800.00
1018540,1200.00,1800.00
1020664,1200.00,1800.00
1022788,1200.00,1800.00
1024912,1200.00,1800.00
1027036,900.00,1800.00
1029080,1200.00,1800.00
1031204,1200.00,1800.00
1033328,900.00,1800.00
1035368,1200.00,1800.00
1037492,900.00,1800.00
1039532,900.00,1800.00
1041572,1200.00,1800.00
1043696,900.00,1800.00
1045740,900.00,1800.00
1047776,1200.00,1800.00
1049904,900.00,1800.00
1051944,900.00,1800.00
1053984,1200.00,1800.00
1056108,1200.00,1800.00
1058232,900.00,1800.00
1060272,1200.00,1800.00
1062396,1200.00,1800.00
1064524,1200.00,1800.00
1066648,900.00,1800.00
1068688,1200.00,1800.00
1070812,1200.00,1800.00
1072940,900.00,1800.00
1074980,900.00,1800.00
1077016,900.00,1800.00
1079060,1200.00,1800.00
1081184,1200.00,1800.00
1083308,900.00,1800.00
1085348,1200.00,1800.00
1087472,1200.00,1800.00
1089596,1200.00,1800.00
1091724,1200.00,1800.00
1093868,1200.00,1800.00
1095972,1200.00,1800.00
1098096,900.00,1800.00
1100140,900.00,1800.00
1102184,1200.00,1800.00
1104308,900.00,1800.00
1106384,900.00,1800.00
1108424,900.00,1800.00
1110464,1200.00,1800.00
1112620,1200.00,1800.00
1114712,1200.00,1800.00
1116836,900.00,1800.00
1118884,900.00,1800.00
1120916,1200.00,1800.00
1123044,900.00,1800.00
1125120,900.00,1800.00
1127124,900.00,1800.00
1129164,1200.00,1800.00
1131356,1200.00,1800.00
1133412,1200.00,1800.00
1135536,900.00,1800.00
1137620,900.00,1800.00
1139616,900.00,1800.00
1141656,1200.00,1800.00
1143784,1200.00,1800.00
1145908,1200.00,1800.00
1148032,900.00,1800.00
1150124,900.00,1800.00
1152112,900.00,1800.00
1154152,1200.00,1800.00
1156276,1200.00,1800.00
1158404,1200.00,1800.00
1160528,900.00,1800.00
1162620,1200.00,1800.00
1164692,1200.00,1800.00
1166816,900.00,1800.00
1168868,900.00,1800.00
1170896,900.00,1800.00
1172936,1200.00,1800.00
1175120,1200.00,1800.00
1177188,1200.00,1800.00
1179312,900.00,1800.00
1181376,900.00,1800.00
1183392,900.00,1800.00
1185432,1200.00,1800.00
1187620,1200.00,1800.00
1189684,1200.00,1800.00
1191808,900.00,1800.00
1193876,900.00,1800.00
1195888,900.00,1800.00
1197928,1200.00,1800.00
1200120,1200.00,1800.00
1202184,1200.00,1800.00
1204304,900.00,1800.00
1206388,900.00,1800.00
1208424,900.00,1800.00
1210464,1200.00,1800.00
1212620,1200.00,1800.00
1214712,1200.00,1800.00
1216836,900.00,1800.00
1218884,900.00,1800.00
1220916,900.00,1800.00
1222956,1200.00,1800.00
1225120,1200.00,1800.00
1227208,1200.00,1800.00
1229332,900.00,1800.00
1231376,900.00,1800.00
1233412,900.00,1800.00
1235452,1200.00,1800.00
1237620,1200.00,1800.00
1239704,1200.00,1800.00
1241828,900.00,1800.00
1243876,900.00,1800.00
1245908,900.00,1800.00
1247948,1200.00,1800.00
1250120,900.00,1800.00
1252112,900.00,1800.00
1254152,1200.00,1800.00
1256284,1200.00,1800.00
1258404,1200.00,1800.00
1260528,900.00,1800.00
1262624,900.00,1800.00
1264608,1200.00,1800.00
1266732,900.00,1800.00
1268772,900.00,1800.00
1270812,900.00,1800.00
1272852,1200.00,1800.00
1274976,1200.00,1800.00
1277104,1200.00,1800.00
1279236,900.00,1800.00
1281268,900.00,1800.00
1283308,900.00,1800.00
1285356,1200.00,1800.00
1287472,1200.00,1800.00
1289596,1200.00,1800.00
1291724,900.00,1800.00
1293764,900.00,1800.00
1295804,900.00,1800.00
1297844,900.00,1800.00
1299884,900.00,1800.00
1301924,900.00,1800.00
1303964,1200.00,1800.00
1306136,1200.00,1800.00
1308260,900.00,1800.00
1310308,1200.00,1800.00
1312424,1200.00,1800.00
1314552,1200.00,1800.00
1316676,900.00,1800.00
1318716,1200.00,1800.00
1320840,1200.00,1800.00
1322964,1200.00,1800.00
1325132,900.00,1800.00
1327132,1200.00,1800.00
1329256,1500.00,1800.00
1331380,1200.00,1800.00
1333504,1200.00,1800.00
1335632,1200.00,1800.00
1337756,1200.00,1800.00
1339880,1200.00,1800.00
1342004,1500.00,1800.00
1344132,1200.00,1800.00
1346256,1500.00,1800.00
1348380,1200.00,1800.00
1350504,1500.00,1800.00
1352632,1500.00,1800.00
1354760,1500.00,1800.00
1356880,1500.00,1800.00
1359004,1200.00,1800.00
1361132,1200.00,1800.00
1363256,1500.00,1800.00
1365380,1200.00,1800.00
1367504,1500.00,1800.00
1369632,1200.00,1800.00
1371756,1500.00,1800.00
1373880,1500.00,1800.00
1376004,1500.00,1800.00
1378132,1500.00,1800.00
1380264,1500.00,1800.00
1382380,1200.00,1800.00
1384504,1500.00,1800.00
1386632,1500.00,1800.00
1388756,1500.00,1800.00
1390880,1500.00,1800.00
1393004,1200.00,1800.00
1395136,1500.00,1800.00
1397256,1500.00,1800.00
1399380,1500.00,1800.00
1401504,1500.00,1800.00
1403632,1500.00,1800.00
1405796,1500.00,1800.00
1407920,1500.00,1800.00
1410136,1500.00,1800.00
1412176,1500.00,1800.00
1414296,1500.00,1800.00
1416420,1200.00,1800.00
1418544,1500.00,1800.00
1420672,1500.00,1800.00
1422796,1200.00,1800.00
1424920,1200.00,1800.00
1427048,1200.00,1800.00
1429172,1500.00,1800.00
1431380,1200.00,1800.00
1433428,1200.00,1800.00
1435548,1200.00,1800.00
1437672,1200.00,1800.00
